,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3127,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,1646.162133927421
3128,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4443.370347583295
3129,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3043.738495872907
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,5799.775452334031
3131,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,480.25772562179674
3132,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,552.4571368036146
3133,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,4372.626598341699
3134,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,2285.7776495094404
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,11178.718730145809
3136,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,8318.913376968227
3137,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,1388.9024659475458
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,8591.725052234411
3139,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,14373.897460255997
3140,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,7016.346886322063
3141,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,626.7909634744415
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,8309.854989138772
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,2117.557435354091
3144,0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,1220.4783508857856
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,8126.6067754154665
3146,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1250.057894089793
3147,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,720.0738308866404
3148,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,4642.850143212969
3149,0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,4085.15778367998
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,2693.9911061083153
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,2153.827077449766
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,19180.053905223176
3153,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,2744.538141126463
3154,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,710.7006184133871
3155,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,5346.541381846032
3156,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,4342.09846468735
3157,0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,1582.4639926505447
3158,0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,636.6584208652163
3159,0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,2059.0527171184212
3160,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,1101.349809072642
3161,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1525.8830743807805
3162,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,1210.0925942269819
3163,0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,2546.44886897826
3164,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,3307.5782174371816
3165,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,748.7456754339482
3166,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,9603.497665498422
3167,1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,3665.7384801487156
3168,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,1877.0869122452161
3169,0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,2497.4261165954167
3170,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,8013.569638885521
3171,1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,10698.372940649813
3172,1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,6655.767163794391
3173,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,5851.69814381133
3174,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,810.2443325854476
3175,0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3363.306047809832
3176,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,484.0552347613885
3177,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,703.8293413233149
3178,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,5196.4078933842675
3179,1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,6083.813056946323
3180,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,11826.487321651415
3181,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,12267.493938456235
3182,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2927.1725294519415
3183,0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,513.6181922357669
3184,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,705.7026522456289
3185,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,10543.736312613208
3186,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1259.4329526713423
3187,0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,854.6421455925326
3188,0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,488.73018419647536
3189,1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,12676.678175223878
3190,0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,1339.0845051822284
3191,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,451.75178437367737
3192,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,18231.43307322042
3193,1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,5208.618205526046
3194,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3425.7376472898427
3195,1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,5082.882719825445
3196,0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,4917.66081113546
3197,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,2615.331504925182
3198,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,12324.19245023437
3199,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,1713.9699649220738
3200,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,884.8276459184772
3201,0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,4272.320273581987
3202,0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,921.4266280951364
3203,0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,1158.3810027520453
3204,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,701.5917995505957
3205,0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,512.7963219577928
3206,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2068.443721885981
3207,0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,453.4926594361515
3208,0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1793.1133659570316
3209,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,410.5181646971954
3210,0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,830.6091980236282
3211,0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,817.3779469705337
3212,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,6133.049820007942
3213,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,14480.39220668117
3214,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,13217.703676265422
3215,0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,3073.606070757012
3216,0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,871.7388991884919
3217,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,6405.087623053643
3218,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1420.4220719371176
3219,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,756.79911569112
3220,1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,4293.734503782986
3221,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,574.5831297804166
3222,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,8943.509154032923
3223,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,4072.044580123375
3224,0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,826.6747072138779
3225,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2540.2157721693447
3226,0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77,815.3559781367622
3227,1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,5192.563627549824
3228,0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,2269.7946580273892
3229,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,2451.1208063397703
3230,1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,6036.27998316665
3231,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,1668.0179030606637
3232,1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,11548.161277832245
3233,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,1699.8219698314665
3234,0.25,Very Good,D,VVS1,63.8,54.0,3.94,3.99,2.53,563.3263451141496
3235,1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,4941.5460712385275
3236,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2352.3752891327617
3237,0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,651.1945307015632
3238,0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,747.9408076666443
3239,0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,726.1078541038313
3240,0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,657.0325735440451
3241,0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44,2219.1296396611992
3242,1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,5660.345468468841
3243,1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,6490.042412992886
3244,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,777.1139649105104
3245,1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,8115.337355713037
3246,1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,13097.966771328016
3247,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,1521.2017903834148
3248,0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,485.406698484571
3249,0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,2072.809489866316
3250,0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,1088.9719746481421
3251,1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,7079.248531588291
3252,0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,909.3809158126475
3253,0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,573.8697202077888
3254,2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,15858.103512961976
3255,0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,2028.1587755778507
3256,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,450.96225668598856
3257,0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,751.1036240773668
3258,1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,8906.235132260892
3259,0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,3133.6203898090503
3260,0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67,854.9724900717416
3261,0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,1289.3337697169486
3262,0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,1755.6907267937988
3263,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,2187.6001867454083
3264,1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,5017.564287879732
3265,0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,793.7347083918299
3266,1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,4686.6054146678
3267,0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,3440.30491408261
3268,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,5646.3490489745145
3269,1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,4836.122801080846
3270,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,3187.5108423783167
3271,1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,4120.509880731567
3272,2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,8163.907729139145
3273,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,885.5259233548818
3274,0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,1125.4985542803436
3275,1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,8238.501466585814
3276,1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,4582.55001216785
3277,0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,574.9416539750206
3278,0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,637.864831499649
3279,0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,543.6235727380091
3280,0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,610.5531419862783
3281,1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,6451.907682217484
3282,0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,1566.496362158961
3283,0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,744.4728585873729
3284,1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,11426.848661214764
3285,0.3,Very Good,H,VS1,62.4,60.0,4.23,4.29,2.66,538.6487369331546
3286,1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,5536.296671813233
3287,1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,6073.029166046803
3288,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,4445.200928872108
3289,1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,7907.878974850327
3290,1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,4978.719561183998
3291,0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.4,2.69,830.0021231124103
3292,1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,4075.939004219174
3293,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,11606.408125982818
3294,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,2847.5255703487524
3295,0.91,Premium,F,VS2,62.2,58.0,6.17,6.21,3.85,4676.119599962429
3296,1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,14217.741212043538
3297,0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,1361.8583513740316
3298,1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,5057.161863539847
3299,1.39,Very Good,G,VS2,62.6,56.0,7.08,7.11,4.44,9489.964018451736
3300,0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,821.9532395197414
3301,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,4707.177630073607
3302,0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,745.4743808374822
3303,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,6060.87214637717
3304,0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3556.2407710944635
3305,1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,10264.197496713026
3306,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,1089.960124557543
3307,0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,2677.6536890955817
3308,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,915.9898857811835
3309,0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,3507.7843969947853
3310,1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,5781.23501519955
3311,1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,11340.12616356423
3312,1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,4488.788992930897
3313,1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,5011.963963038673
3314,0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,2096.2186778169644
3315,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,2628.8471003910518
3316,2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,17847.367604726474
3317,0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,1000.9547480461064
3318,0.57,Ideal,D,SI1,61.4,55.0,5.34,5.35,3.28,1902.819096939047
3319,2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,9688.157220234847
3320,0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,1292.9246062845057
3321,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1478.2733369390933
3322,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6240.628412871539
3323,0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,788.2309718440482
3324,0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,1246.4305607594167
3325,0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,460.147683264475
3326,1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,10559.449750811853
3327,2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,13540.74568842064
3328,0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,895.5123180935285
3329,0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,1828.2446582155706
3330,0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,629.5193615834853
3331,1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,11811.914830782045
3332,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7212.845473752414
3333,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,7333.000012979369
3334,0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,1949.2316366709094
3335,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,5596.824715601987
3336,0.35,Very Good,H,VVS1,61.2,60.0,4.5,4.55,2.77,851.2720752879677
3337,0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,1650.6395895037508
3338,0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,427.3712153234466
3339,0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,1372.7773134425129
3340,1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4236.782440000016
3341,0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1168.663676033978
3342,0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,3372.5863459257907
3343,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,435.96922128065836
3344,1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,7281.241128077067
3345,1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,11334.904536041206
3346,0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,4702.575155742851
3347,0.31,Premium,G,VS2,61.5,59.0,4.36,4.32,2.67,586.8288344109955
3348,0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,1344.5538014278218
3349,0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,667.7683181830464
3350,1.2,Very Good,F,IF,62.3,60.0,6.74,6.8,4.22,10682.860799256
3351,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2844.585315335645
3352,0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,2592.420799682677
3353,1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02,5887.713630307071
3354,0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3573.66968277108
3355,0.74,Ideal,D,SI1,61.5,56.0,5.8,5.84,3.58,3095.189573070955
3356,0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,4521.723089672422
3357,2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,10040.306733782989
3358,0.59,Very Good,G,VS2,62.8,56.0,5.3,5.34,3.34,1877.0883599165084
3359,1.2,Ideal,I,VS2,62.5,56.0,6.77,6.74,4.22,6259.969819605041
3360,0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,1675.0723988300597
3361,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1585.6770615249627
3362,0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,676.2106114872008
3363,1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,3146.062082716268
3364,0.37,Ideal,D,VS2,61.4,55.0,4.64,4.67,2.86,973.4073802240329
3365,1.1,Premium,D,VS2,60.0,59.0,6.67,6.6,3.98,7378.356478103039
3366,0.56,Very Good,H,SI1,59.9,60.0,5.3,5.35,3.19,1370.2476860725928
3367,0.29,Ideal,H,VVS1,62.1,55.0,4.28,4.3,2.66,640.772320947203
3368,0.9,Ideal,F,SI1,61.0,56.0,6.17,6.19,3.77,4037.294097949556
3369,0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,3953.1827479304466
3370,1.04,Ideal,G,VS2,62.6,55.0,6.45,6.49,4.05,5774.346588501194
3371,0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,1018.3372182660095
3372,1.01,Premium,H,SI1,61.8,59.0,6.41,6.37,3.95,4324.389998636097
3373,2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,22229.367992702595
3374,0.71,Ideal,G,SI2,62.3,56.0,5.68,5.72,3.55,2009.1810042388602
3375,1.2,Good,H,SI2,64.1,57.0,6.68,6.65,4.27,4601.073211205162
3376,2.02,Ideal,J,SI2,62.7,56.9,8.03,8.07,5.05,9847.130545382726
3377,0.38,Ideal,E,VS1,61.6,56.0,4.65,4.7,2.88,1081.8777766607825
3378,1.51,Good,H,VVS2,63.1,59.0,7.26,7.28,4.59,12068.22570203867
3379,0.51,Ideal,E,VS2,62.4,57.0,5.13,5.1,3.19,1712.9604950337462
3380,0.5,Good,E,SI2,58.3,58.0,5.23,5.2,3.04,1089.7960552036964
3381,0.31,Ideal,F,VS2,61.5,56.0,4.34,4.37,2.68,628.3480977642266
3382,0.38,Premium,H,VS2,60.6,58.0,4.7,4.68,2.84,795.061242972959
3383,0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,3280.723535889252
3384,2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06,16780.001503781405
3385,2.01,Very Good,J,SI1,61.6,60.0,7.99,8.02,4.93,11170.50485457335
3386,1.01,Ideal,F,VS2,61.9,55.0,6.47,6.45,4.0,5906.934468529783
3387,0.23,Very Good,D,VVS2,62.4,53.0,3.94,3.95,2.46,461.3153147477474
3388,1.0,Very Good,E,SI2,61.9,59.0,6.39,6.43,3.97,4119.239303767054
3389,1.07,Very Good,F,VVS1,60.2,58.0,6.57,6.65,3.98,8039.557353431136
3390,1.02,Very Good,E,SI2,63.3,58.0,6.31,6.4,4.02,4188.3355864710675
3391,0.31,Ideal,F,VS2,61.6,55.0,4.37,4.36,2.69,636.6200141157466
3392,0.32,Ideal,F,VVS2,62.0,55.0,4.41,4.39,2.73,823.6155791263997
3393,0.36,Very Good,G,SI1,61.8,57.8,4.52,4.58,2.81,643.2202814305147
3394,1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4377.044723635795
3395,0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,2088.600810992691
3396,0.74,Ideal,G,SI1,61.9,56.0,5.8,5.83,3.6,2662.4985193167154
3397,0.26,Ideal,E,VVS2,62.5,55.0,4.09,4.07,2.55,582.4969009038854
3398,2.41,Premium,H,SI2,58.7,61.0,8.85,8.76,5.17,18759.903450700916
3399,0.41,Very Good,E,SI1,60.5,61.0,4.78,4.8,2.9,931.5322466664517
3400,0.41,Good,I,VVS2,63.9,55.0,4.74,4.71,3.02,941.6913343615723
3401,1.1,Ideal,G,SI1,62.2,56.6,6.56,6.6,4.09,5554.570878551978
3402,0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,644.1943115023912
3403,0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,4111.127932352783
3404,0.7,Ideal,H,SI1,62.0,55.0,5.71,5.68,3.53,2228.783514080056
3405,0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,969.960800630654
3406,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,14823.650055214062
3407,0.57,Ideal,F,VS2,62.3,55.0,5.36,5.3,3.32,2028.0482559711315
3408,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,478.13353379078336
3409,0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,1454.3125005508139
3410,0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53,2280.2525537537517
3411,0.67,Good,G,VS2,57.5,60.1,5.78,5.83,3.34,2348.6913855561984
3412,1.23,Ideal,F,SI2,62.3,58.0,6.8,6.84,4.25,6006.252361734809
3413,0.5,Very Good,E,VS2,63.6,59.0,4.99,5.04,3.19,1540.747709155367
3414,2.01,Good,J,SI1,59.6,61.0,8.08,8.14,4.83,10742.00131710461
3415,1.54,Very Good,G,SI2,61.5,61.0,7.35,7.42,4.54,8223.54052931279
3416,0.91,Premium,E,I1,59.6,59.0,6.29,6.32,3.76,2538.468649873967
3417,1.06,Very Good,G,VS1,63.4,57.0,6.48,6.45,4.1,6430.204267194848
3418,1.25,Ideal,G,SI2,61.6,57.0,6.91,6.98,4.28,5870.860690789932
3419,0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,674.4862674749185
3420,0.53,Premium,E,VS2,61.4,58.0,5.24,5.19,3.2,1814.723167695366
3421,0.52,Ideal,F,VS1,62.2,55.0,5.14,5.18,3.21,1855.7594977086094
3422,0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,523.1492214833161
3423,0.57,Premium,D,VS2,60.8,59.0,5.38,5.34,3.26,2169.05534243351
3424,1.2,Ideal,F,VS2,62.3,56.0,6.79,6.82,4.24,8079.931079872896
3425,0.35,Ideal,D,VS2,61.6,56.0,4.56,4.53,2.8,882.8319583532883
3426,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,856.1237082250356
3427,1.0,Very Good,F,VS2,62.9,59.0,6.3,6.33,3.97,5394.204167003464
3428,0.92,Ideal,G,SI2,61.9,57.0,6.23,6.25,3.86,3298.1953726744555
3429,1.04,Good,G,VS1,63.8,57.0,6.4,6.43,4.09,5931.76110147779
3430,0.4,Ideal,G,VVS1,62.2,54.0,4.73,4.76,2.95,1258.2866202759637
