,carat,cut,color,clarity,depth,table,x,y,z,clarity_mod,color_mod,cut_mod,price_predicted
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,4,1,4,3058.197443389234
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,2,5,2,553.3840728820219
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,4,3,4,11373.511324458215
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,3,5,4,2154.1044444437957
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,3,4,2,2468.431545970443
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,4,2,3,91.41847632344115
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,3,0,3,14648.738869133484
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,4,2,4,6075.830321988133
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,2,0,3,7017.085263733596
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,1,2,4,4725.096781794135
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,3,4,2,5623.144983879166
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,6,4,2,4389.637751742225
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,4,4,3,1045.1946930021682
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,3,3,1,69.32206435370472
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,1,2,1,2203.2148356574025
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5,4,2,5661.998732328247
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,2,2,0,1371.4796075350687
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,5,4,3,1826.2412991042647
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,3,4,3,7794.3309551696875
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,3,4,4,306.84529912068683
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,4,3,3,6484.725803066385
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,2,3,3,17.648504023916757
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,5,3,2,10950.948503109621
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,6,6,1,2368.5219762673623
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2,5,1,2854.922192406114
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,2,2,2,4585.409934690229
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,4,4,3,1120.6124395367233
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,5,0,4,10814.413783918702
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,3,0,4,7154.786291049808
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,5,4,2,569.7473978609783
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,3,5,4,730.2956510201057
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,2,4,3,139.6247231056941
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,6,4,4,2390.7919113788357
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,3,5,4,2093.5992562385727
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,4,3,3,8094.302366475205
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,4,4,3,3676.4109839820485
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,3,5,4,814.619493529523
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,5,5,2,2824.0799415754364
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,5,6,4,3300.1877012190644
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,2,6,3,4956.574763563702
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,4,3,3,302.4353410724998
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,1,0,4,4560.2812856298915
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,2,0,3,14740.27795905156
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,4,5,3,8197.931555465422
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,4,5,4,1292.2400027841231
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,4,4,2,2089.098479359279
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,3,4,4,432.1671166638612
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,1,0,3,5868.391966082321
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,7,2,4,2670.1747859623065
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,4,2,3,7592.057385482085
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,1,1,4,10955.530944580585
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,2,3,2,789.1697996836774
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,3,6,3,1052.267644944759
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,1,2,1,8209.19861349661
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,1,3,3,14091.441014930622
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,6,2,4,1094.5035729705928
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,6,6,3,4002.3927356425593
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2,3,4,2387.297033545145
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,2,4,3,1186.1027087054367
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,3,3,4,-13.130381926139307
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,6,3,2,994.4742074552478
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,6,1,4,8283.998833158206
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,3,4,4,8256.341158298012
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,2,6,2,437.78262788179427
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,2,4,3,5274.734436544726
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3,4,4,3810.920015419727
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2,5,4,2049.7684136477583
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,1,1,1,10897.077761700675
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,1,4,4,2663.568604731229
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,7,6,4,9168.94652461028
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,3,6,3,1441.1864710414256
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,5,0,1,-528.7680106794187
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3,5,2,3327.189277843338
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1,1,4,467.8656874449889
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,5,4,4,7299.7171370684155
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,6,5,4,2143.9746078401176
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3,5,4,3616.1343795542552
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,2,4,3,5188.107034114718
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,4,1,3,-319.92522642980384
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,3,4,2,4555.124167478102
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4,4,4,4021.724294231647
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,0,3,3,4211.021525693612
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,3,6,4,2313.473097651564
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,2,2,2,742.8637236252957
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,1,6,2,5263.114868535784
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,3,1,4,-69.67593011813824
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,5,1,4,1054.308397857385
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,3,5,4,7300.51579414363
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,2,5,0,-139.66184844636473
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,1,0,3,3391.3626538679455
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,3,5,1,1882.229163119192
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,2,3,3,6114.80902038203
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,7,2,4,5500.109537716999
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,6,0,3,8377.814148721929
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3,3,4,3166.8590524411125
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,6,3,4,1453.703819907484
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,7,3,2,4506.790168740796
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,3,6,1,1864.0248755134235
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,4,1,2,6888.102963188282
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,4,2,2,261.88286315691266
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,1,1,0,8219.541643636378
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,1,5,2,2954.448170586992
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,2,5,2,667.9678459267175
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,1,3,3,3783.704312382485
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,2,5,3,5635.781655672513
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,2,4,0,3126.283696886894
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,4,3,4,1039.5038693296206
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,6,4,2,2312.158468250761
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1,6,4,1720.8202993976288
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,5,5,2,858.2432442409045
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,7,3,4,2465.488760652289
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,0,1,0,-97.33272909591233
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,1,3,3,6090.604746850086
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,1,2,2,13394.870547754303
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,3,1,2,720.5968973489571
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,3,6,4,2569.0231994166825
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,4,1,2,10584.386647812657
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,4,5,4,1497.5033595726381
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,5,3,4,7356.192116294024
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,4,3,4,3512.262111563072
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,2,6,3,5824.437922392852
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,3,5,4,687.7821694699478
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,4,1,2,6914.980955142682
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,4,3,3,7747.411392426791
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,5,5,4,2296.316965038346
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,4,3,1,-36.17515989662479
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,5,6,3,7360.202893343359
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,0,0,0,1734.872492589771
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,3,2,3,5620.264252992016
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,1,4,3,4010.19537440736
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,5,3,2,6712.543259177455
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,6,3,3,1103.5002543602836
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,5,6,2,3999.588835763936
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,1,4,4,2228.276341762274
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,1,3,3,4387.304916173922
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,2,3,4,5314.318626648567
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,6,3,4,4502.8597041787
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,6,2,4,984.1557764292179
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,4,1,1,-91.6971136446964
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,3,5,1,1380.7291088169804
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,5,5,2,898.7344083714588
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,3,3,2,-222.72578558111218
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,5,6,4,2473.4042417689425
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,2,5,2,1398.8224186863454
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2,4,2,2471.9011864645013
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,3,5,4,881.9133522452889
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1,5,3,537.5461061671776
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,2,6,4,3627.466073282989
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,3,4,2,1576.107814475893
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,4,3,4,77.7301691106386
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,0,4,1,3846.5390987472774
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,7,4,4,1891.013276442577
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,6,3,4,1533.1448561209954
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4,3,3,3990.862601357881
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,3,2,4,5807.070590116992
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,1,6,3,4632.267816717559
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,4,0,3,17547.754509406903
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,4,1,4,6297.986644273033
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,6,5,1,2215.5248314314294
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,6,4,1,1213.834497262109
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,4,3,4,2067.2251220369317
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2,0,3,2097.861306802215
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,1,6,3,-181.24653706125537
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,4,1,3,8452.282935419515
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,1,2,2,4262.758574624244
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,6,3,3,2097.599482690922
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,6,2,4,1173.1203711537046
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,4,5,4,2915.2773290313694
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,6,3,3,1438.7443052305239
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,4,6,2,2601.311134661036
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,0,0,0,22576.11679510712
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,3,6,4,2749.340717605123
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,6,5,4,2008.0370032663095
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,4,5,4,1496.961090596515
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,3,3,4,1494.0608193014505
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,1,6,2,10787.650782826377
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,2,6,4,340.3823428518467
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,4,0,2,9732.928306334132
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,5,3,2,713.4638318815196
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,3,2,1,-944.75809347414
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2,3,3,2471.4707667122157
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,1,4,3,4811.085363761946
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,6,4,4,1613.3251970345482
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,4,2,4,8526.346195074777
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,3,1,4,2362.740249090133
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,2,6,4,1076.9625905605758
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,4,4,3,6151.712928243067
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,4,6,4,7608.843068955497
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,4,3,3,1746.4229944504464
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,3,3,4,5891.333979937958
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,5,6,4,2003.6110326807675
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,1,4,2,9095.171313487679
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,1,2,4,-750.2201299622538
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,4,4,2,3557.1807077594744
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,2,6,1,1203.0259125395714
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,3,6,2,6172.343192347956
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,3,2,1,11284.763166338587
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,6,4,4,2328.8668411046965
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,4,3,2,263.8119683074815
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,2,5,2,1151.172229226429
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,1,4,0,4324.424671217895
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,1,3,2,4633.0877080259725
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,5,5,3,10410.026586631388
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,2,5,4,1444.7806944304075
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,1,2,3,5801.154157893227
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4,4,4,3882.7588198553112
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,6,4,2,2773.2443503177883
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,2,2,3,-772.5910260096698
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,2,6,3,3139.253694326154
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,1,5,3,4131.862169720345
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,6,3,3,1435.7948323416736
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,1,3,2,13546.89718897743
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,1,4,1,3552.1325352388326
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,1,5,4,6775.965162928914
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,4,5,4,1391.188252169109
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,5,4,4,1667.8211723296972
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,2,4,4,-385.9371490586336
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,3,4,3,450.5397463196696
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1,0,3,1630.6338806298627
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,2,2,4,9337.487894676815
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,3,4,2,2376.7062409526798
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2,2,3,1991.0582828975507
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,4,3,1,225.40606810533518
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,3,3,4,5683.784949554178
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,4,2,3,623.4690105866403
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,3,3,4,6818.281120673763
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,2,3,3,761.3218953322253
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,2,2,1,4317.122475522078
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,2,5,2,1710.0100428413425
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,2,3,3,-752.3837913404031
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,5,6,4,2339.122960745134
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,2,3,1,3711.462292186249
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,2,3,4,5128.4680784325665
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,2,0,4,4255.856151709118
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,1,3,3,2422.855175136213
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,4,3,4,490.1749847004321
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,5,2,4,744.2903312361877
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,2,2,4,5451.71715393285
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,2,0,1,-668.3008061358651
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,3,0,4,4669.195876411442
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,5,5,2,6865.7619762184695
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1,5,3,1567.4861291978573
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1,2,2,1444.9125320444164
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,2,1,3,-1390.554952978191
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,3,5,3,853.9879992356687
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,2,5,4,4381.969601187162
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,5,1,4,3524.2550815531577
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,2,0,4,4872.566940064988
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,1,6,4,538.1602634161245
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,2,5,2,372.37575685411275
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,3,5,0,-914.1990603653194
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,3,5,3,412.95942140008356
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,1,0,4,5280.909921504945
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,0,1,0,3244.727518190428
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,4,5,2,3075.942449064967
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,5,2,4,4649.505489183859
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,0,3,0,3509.933507964225
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,3,5,4,622.211139088578
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1,6,3,1058.1889165805842
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,2,4,3,5353.928045549648
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,1,4,2,4583.083195751585
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,2,6,4,264.32657742179344
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,3,5,4,733.4884277592573
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,3,2,4,2588.1399383921726
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,1,3,4,5230.370003433741
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,6,6,3,9729.510123117621
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,2,2,3,5029.622015448779
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,3,1,4,-1001.2279989860872
